program_slug,program_name,name,number,rubric,requirement,component
marketing-bba,Marketing BBA,Business Communication,3350,BA,Upper Level,Business Core Requirements (45-48 hours)
marketing-bba,Marketing BBA,Management of Information Systems,3302,MIS,Upper Level,Business Core Requirements (45-48 hours)
marketing-bba,Marketing BBA,Statistical Analysis for Business Applications I,3309,STAT,Upper Level,Business Core Requirements (45-48 hours)
marketing-bba,Marketing BBA,Business Finance,3302,FIN,Upper Level,Business Core Requirements (45-48 hours)
marketing-bba,Marketing BBA,Operations and Supply Chain Management,3332,MGT,Upper Level,Business Core Requirements (45-48 hours)
marketing-bba,Marketing BBA,Business Strategy,4302,BA,Upper Level,Business Core Requirements (45-48 hours)
marketing-bba,Marketing BBA,Integrated Marketing Communication,3305,MKT,Required Courses (15 hours),Marketing Major Requirements (30 hours)
marketing-bba,Marketing BBA,Digital Marketing,3308,MKT,Required Courses (15 hours),Marketing Major Requirements (30 hours)
marketing-bba,Marketing BBA,Buyer Behavior,4305,MKT,Required Courses (15 hours),Marketing Major Requirements (30 hours)
marketing-bba,Marketing BBA,Marketing Research,4306,MKT,Required Courses (15 hours),Marketing Major Requirements (30 hours)
marketing-bba,Marketing BBA,Marketing Strategy,4309,MKT,Required Courses (15 hours),Marketing Major Requirements (30 hours)
marketing-bba,Marketing BBA,Personal Selling,3302,MKT,Marketing Electives (15 hours) of the following:,Marketing Electives (15 hours) of the following:
marketing-bba,Marketing BBA,International Marketing,3304,MKT,Marketing Electives (15 hours) of the following:,Marketing Electives (15 hours) of the following:
marketing-bba,Marketing BBA,Social Media Marketing,3320,MKT,Marketing Electives (15 hours) of the following:,Marketing Electives (15 hours) of the following:
marketing-bba,Marketing BBA,Retail Management,3330,MKT,Marketing Electives (15 hours) of the following:,Marketing Electives (15 hours) of the following:
marketing-bba,Marketing BBA,Customer Relationship Management,3340,MKT,Marketing Electives (15 hours) of the following:,Marketing Electives (15 hours) of the following:
marketing-bba,Marketing BBA,"Mobile, Web, and Email Marketing",3350,MKT,Marketing Electives (15 hours) of the following:,Marketing Electives (15 hours) of the following:
marketing-bba,Marketing BBA,Product Innovation Management,3360,MKT,Marketing Electives (15 hours) of the following:,Marketing Electives (15 hours) of the following:
marketing-bba,Marketing BBA,Directed Study in Marketing,3399,MKT,Marketing Electives (15 hours) of the following:,Marketing Electives (15 hours) of the following:
marketing-bba,Marketing BBA,Seminar in Retail Strategy,4310,MKT,Marketing Electives (15 hours) of the following:,Marketing Electives (15 hours) of the following:
marketing-bba,Marketing BBA,International Business Development,4320,MKT,Marketing Electives (15 hours) of the following:,Marketing Electives (15 hours) of the following:
marketing-bba,Marketing BBA,Understanding the Digital Consumer,4330,MKT,Marketing Electives (15 hours) of the following:,Marketing Electives (15 hours) of the following:
marketing-bba,Marketing BBA,Marketing Analytics,4340,MKT,Marketing Electives (15 hours) of the following:,Marketing Electives (15 hours) of the following:
marketing-bba,Marketing BBA,Field Experience in Marketing,4380,MKT,Marketing Electives (15 hours) of the following:,Marketing Electives (15 hours) of the following:
marketing-bba,Marketing BBA,Special Topics in Marketing,4390,MKT,Marketing Electives (15 hours) of the following:,Marketing Electives (15 hours) of the following:
mathematics-ba,Mathematics BA,Linear Algebra,2307,MATH,Mathematical Sciences Requirements (35 hours),Major Requirements
mathematics-ba,Mathematics BA,Calculus I,2401,MATH,Mathematical Sciences Requirements (35 hours),Major Requirements
mathematics-ba,Mathematics BA,Calculus II,2402,MATH,Mathematical Sciences Requirements (35 hours),Major Requirements
mathematics-ba,Mathematics BA,Calculus III,2403,MATH,Mathematical Sciences Requirements (35 hours),Major Requirements
mathematics-ba,Mathematics BA,Introduction to Proofs,2409,MATH,Mathematical Sciences Requirements (35 hours),Major Requirements
mathematics-ba,Mathematics BA,Differential Equations,3301,MATH,Mathematical Sciences Requirements (35 hours),Major Requirements
mathematics-ba,Mathematics BA,Probability and Statistics,3302,MATH,Mathematical Sciences Requirements (35 hours),Major Requirements
mathematics-ba,Mathematics BA,Introduction to Modern Algebra,3306,MATH,Mathematical Sciences Requirements (35 hours),Major Requirements
mathematics-ba,Mathematics BA,Analysis I,3307,MATH,Mathematical Sciences Requirements (35 hours),Major Requirements
mathematics-ba,Mathematics BA,Numerical Methods,3408,MATH,Mathematical Sciences Requirements (35 hours),Major Requirements
mathematics-ba,Mathematics BA,Senior Project in Mathematics,4395,MATH,Mathematical Sciences Requirements (35 hours),Major Requirements
mathematics-ba,Mathematics BA,Number Theory,3309,MATH,Electives in the Major (15 hours),Major Requirements
mathematics-ba,Mathematics BA,Set Theory,3312,MATH,Electives in the Major (15 hours),Major Requirements
mathematics-bs,Mathematics BS,Calculus I,2401,MATH,Mathematical Sciences Requirements (35 hours),Major Requirements
mathematics-bs,Mathematics BS,Calculus II,2402,MATH,Mathematical Sciences Requirements (35 hours),Major Requirements
mathematics-bs,Mathematics BS,Calculus III,2403,MATH,Mathematical Sciences Requirements (35 hours),Major Requirements
mathematics-bs,Mathematics BS,Introduction to Proofs,2409,MATH,Mathematical Sciences Requirements (35 hours),Major Requirements
mathematics-bs,Mathematics BS,Linear Algebra,2307,MATH,Mathematical Sciences Requirements (35 hours),Major Requirements
mathematics-bs,Mathematics BS,Differential Equations,3301,MATH,Mathematical Sciences Requirements (35 hours),Major Requirements
mathematics-bs,Mathematics BS,Probability and Statistics,3302,MATH,Mathematical Sciences Requirements (35 hours),Major Requirements
mathematics-bs,Mathematics BS,Introduction to Modern Algebra,3306,MATH,Mathematical Sciences Requirements (35 hours),Major Requirements
mathematics-bs,Mathematics BS,Analysis I,3307,MATH,Mathematical Sciences Requirements (35 hours),Major Requirements
mathematics-bs,Mathematics BS,Numerical Methods,3408,MATH,Mathematical Sciences Requirements (35 hours),Major Requirements
mathematics-bs,Mathematics BS,Senior Project in Mathematics,4395,MATH,Mathematical Sciences Requirements (35 hours),Major Requirements
mathematics-bs,Mathematics BS,Number Theory,3309,MATH,Electives in the Major (15 hours),Major Requirements
mathematics-bs,Mathematics BS,Set Theory,3312,MATH,Electives in the Major (15 hours),Major Requirements
mathematics-secondary-mathematics-teacher-certification-ba,Mathematics Secondary Mathematics Teacher Certification BA,Calculus I,2401,MATH,Mathematics Core (32 hours),Major Requirements
mathematics-secondary-mathematics-teacher-certification-ba,Mathematics Secondary Mathematics Teacher Certification BA,Calculus II,2402,MATH,Mathematics Core (32 hours),Major Requirements
mathematics-secondary-mathematics-teacher-certification-ba,Mathematics Secondary Mathematics Teacher Certification BA,Calculus III,2403,MATH,Mathematics Core (32 hours),Major Requirements
mathematics-secondary-mathematics-teacher-certification-ba,Mathematics Secondary Mathematics Teacher Certification BA,Introduction to Proofs,2409,MATH,Mathematics Core (32 hours),Major Requirements
mathematics-secondary-mathematics-teacher-certification-ba,Mathematics Secondary Mathematics Teacher Certification BA,Linear Algebra,2307,MATH,Mathematics Core (32 hours),Major Requirements
mathematics-secondary-mathematics-teacher-certification-ba,Mathematics Secondary Mathematics Teacher Certification BA,Differential Equations,3301,MATH,Mathematics Core (32 hours),Major Requirements
mathematics-secondary-mathematics-teacher-certification-ba,Mathematics Secondary Mathematics Teacher Certification BA,Probability and Statistics,3302,MATH,Mathematics Core (32 hours),Major Requirements
mathematics-secondary-mathematics-teacher-certification-ba,Mathematics Secondary Mathematics Teacher Certification BA,Introduction to Modern Algebra,3306,MATH,Mathematics Core (32 hours),Major Requirements
mathematics-secondary-mathematics-teacher-certification-ba,Mathematics Secondary Mathematics Teacher Certification BA,Analysis I,3307,MATH,Mathematics Core (32 hours),Major Requirements
mathematics-secondary-mathematics-teacher-certification-ba,Mathematics Secondary Mathematics Teacher Certification BA,Numerical Methods,3408,MATH,Mathematics Core (32 hours),Major Requirements
mathematics-secondary-mathematics-teacher-certification-ba,Mathematics Secondary Mathematics Teacher Certification BA,Field Experience in Urban Public School Secondary Mathematics Classrooms,4382,PED,Mathematics Core (32 hours),Major Requirements
mathematics-secondary-mathematics-teacher-certification-ba,Mathematics Secondary Mathematics Teacher Certification BA,Geometry for Teachers,3303,MATH,Mathematics Education Emphasis (6 hours),Major Requirements
mathematics-secondary-mathematics-teacher-certification-ba,Mathematics Secondary Mathematics Teacher Certification BA,Mathematics Topics for Secondary Teachers,3313,MATH,Mathematics Education Emphasis (6 hours),Major Requirements
