degree name,course id,course name,component area,guidance,component guidance,requirement area
Interdisciplinary Studies B.A.S. with a major in Early Childhood Education - Educator of Young Children,ECED 4332,Early Childhood Special Education Credit Hours: 3,Major Requirements,"Course content will focus on teaching diverse learners, curriculum and assessment, instructional strategies, child development, family and community relations and leadership skills. It will include multiple opportunities for firsthand field-based experiences and will be based on the NAEYC standards for teacher education programs and the EC-6 Texas Examinations of Educator Standards TExES teacher education standards. The Young Children with Disabilities track will also be based on the Council for Exceptional Children Division of Early Childhood CEC/DEC teacher education standards.",,Major Requirements
Interdisciplinary Studies B.A.S. with a major in Early Childhood Education - Educator of Young Children,ECED 4377,Practicum Credit Hours: 3,Major Requirements,"Course content will focus on teaching diverse learners, curriculum and assessment, instructional strategies, child development, family and community relations and leadership skills. It will include multiple opportunities for firsthand field-based experiences and will be based on the NAEYC standards for teacher education programs and the EC-6 Texas Examinations of Educator Standards TExES teacher education standards. The Young Children with Disabilities track will also be based on the Council for Exceptional Children Division of Early Childhood CEC/DEC teacher education standards.",,Major Requirements
Interdisciplinary Studies B.S. with Core Subjects 4-8 Certification,HIST 3327,The New American Nation Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Choose twocourses from the following:
Interdisciplinary Studies B.S. with Core Subjects 4-8 Certification,HIST 3329,Antebellum America Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Choose twocourses from the following:
Interdisciplinary Studies B.S. with Core Subjects 4-8 Certification,HIST 3330,Civil War and Reconstruction Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Choose twocourses from the following:
Interdisciplinary Studies B.S. with Core Subjects 4-8 Certification,HIST 4325,Studies in Middle Eastern History Credit Hours: 3,Major Requirements,as well as the UHCL Hotline 281-283-2221.,Choose twoNatural Science courses in addition to the University Core,Choose twocourses from the following:
Pre-Engineering,POLS 2306,Texas Government Credit Hours: 3,Specialization in Mechanical Engineering Requirements,Students who do not transfer to UH-Central will have an option to transfer to other universities pending,Students may take either ECON 2301 or ECON 2302.,Semester 4 18 credits
Pre-Engineering,WRIT 3315,Advanced Technical Writing Credit Hours: 3,Specialization in Mechanical Engineering Requirements,Students who do not transfer to UH-Central will have an option to transfer to other universities pending,Students may take either ECON 2301 or ECON 2302.,Semester 4 18 credits
Pre-Engineering,MATH 2320,Differential Equations Credit Hours: 3,Specialization in Mechanical Engineering Requirements,Students who do not transfer to UH-Central will have an option to transfer to other universities pending,Students may take either ECON 2301 or ECON 2302.,Semester 4 18 credits
Pre-Engineering,MENG 2361,Introduction to Mechanical Design Credit Hours: 3,Specialization in Mechanical Engineering Requirements,Students who do not transfer to UH-Central will have an option to transfer to other universities pending,Students may take either ECON 2301 or ECON 2302.,Semester 4 18 credits
Sociology B.S.,SOCI 4311,Social Psychology Credit Hours: 3,Major Requirements 54 hours,Sociology students are encouraged to structure their plans of study to reflect concentrations within the discipline. The concentrations below have been developed by the Sociology faculty to help students design degree plans that reflect their career and/or graduate education goals.,"Must complete THREE of the following courses with grades of ""C"" or higher:",Work and Occupations Concentration
Sociology B.S.,SOCI 4324,Organizations in Society Credit Hours: 3,Major Requirements 54 hours,Sociology students are encouraged to structure their plans of study to reflect concentrations within the discipline. The concentrations below have been developed by the Sociology faculty to help students design degree plans that reflect their career and/or graduate education goals.,"Must complete THREE of the following courses with grades of ""C"" or higher:",Work and Occupations Concentration
Sociology B.S.,SOCI 4328,Social Conflict and Mediation Credit Hours: 3,Major Requirements 54 hours,Sociology students are encouraged to structure their plans of study to reflect concentrations within the discipline. The concentrations below have been developed by the Sociology faculty to help students design degree plans that reflect their career and/or graduate education goals.,"Must complete THREE of the following courses with grades of ""C"" or higher:",Work and Occupations Concentration
Computer Engineering B.S.,CENG 4313,Microprocessor Interfacing Credit Hours: 3,Major Requirements 80 Hours,"Required minimum for all Major Requirements is ""C-.""",Three 3 hours of Calculus will count toward the University Core and one 1 hour will count toward the Major.,Major Requirements
Computer Engineering B.S.,CENG 4113,Laboratory for Microprocessor Interfacing Credit Hours: 1,Major Requirements 80 Hours,"Required minimum for all Major Requirements is ""C-.""",Three 3 hours of Calculus will count toward the University Core and one 1 hour will count toward the Major.,Major Requirements
Computer Engineering B.S.,CENG 4331,Analysis and Design of Linear Systems Credit Hours: 3,Major Requirements 80 Hours,"Required minimum for all Major Requirements is ""C-.""",Three 3 hours of Calculus will count toward the University Core and one 1 hour will count toward the Major.,Major Requirements
